Date,Open,High,Low,Close,Adj Close,Volume
2006-10-05,10.031250,10.156250,9.982500,10.137500,8.921902,2697600
2006-10-06,10.016250,10.156250,10.003750,10.081250,8.872398,2720800
2006-10-09,10.076250,10.237500,10.037500,10.131250,8.916400,1527200
2006-10-10,10.162500,10.243750,10.033750,10.187500,8.965907,2088800
2006-10-11,10.075000,10.275000,9.923750,10.150000,8.932901,2916800
2006-10-12,10.262500,10.487500,10.223750,10.487500,9.229935,3285600
2006-10-13,10.487500,10.618750,10.431250,10.567500,9.300341,2710400
2006-10-16,10.593750,10.668750,10.565000,10.587500,9.317944,2233600
2006-10-17,10.492500,10.492500,10.237500,10.381250,9.136427,4411200
2006-10-18,10.496250,10.507500,10.180000,10.237500,9.009912,4596000
2006-10-19,10.190000,10.406250,10.150000,10.325000,9.086919,4511200
2006-10-20,10.333750,10.351250,10.182500,10.350000,9.108921,2712000
2006-10-23,10.275000,10.630000,10.262500,10.535000,9.271738,4322400
2006-10-24,10.506250,10.560000,10.301250,10.435000,9.183730,3914400
2006-10-25,10.428750,10.590000,10.362500,10.562500,9.295940,3108000
2006-10-26,10.612500,10.788750,10.443750,10.731250,9.444454,3790400
2006-10-27,10.688750,10.727500,10.362500,10.427500,9.177129,3965600
2006-10-30,10.412500,10.637500,10.350000,10.550000,9.284940,3593600
2006-10-31,10.656250,10.687500,10.470000,10.612500,9.339947,3468000
2006-11-01,10.687500,10.701250,10.230000,10.325000,9.086919,4742400
2006-11-02,10.300000,10.383750,10.196250,10.335000,9.095719,3680000
2006-11-03,10.412500,10.412500,10.120000,10.275000,9.042913,5332000
2006-11-06,10.381250,10.642500,10.363750,10.506250,9.246436,3565600
2006-11-07,10.600000,10.838750,10.537500,10.718750,9.433455,4298400
2006-11-08,10.585000,10.906250,10.527500,10.863750,9.561068,5172800
2006-11-09,10.943750,10.968750,10.631250,10.712500,9.427954,4106400
2006-11-10,10.728750,10.831250,10.637500,10.831250,9.532463,3119200
2006-11-13,10.820000,11.061250,10.795000,11.006250,9.686481,3563200
2006-11-14,11.025000,11.287500,10.916250,11.287500,9.934005,4010400
2006-11-15,11.278750,11.500000,11.262500,11.358750,9.996711,5038400
2006-11-16,11.412500,11.503750,11.312500,11.475000,10.099022,3275200
2006-11-17,11.325000,11.450000,11.270000,11.450000,10.077018,3008000
2006-11-20,11.356250,11.540000,11.307500,11.493750,10.115523,2610400
2006-11-21,11.506250,11.541250,11.422500,11.525000,10.143026,3147200
2006-11-22,11.570000,11.681250,11.423750,11.670000,10.270640,2587200
2006-11-24,11.481250,11.718750,11.481250,11.596250,10.205733,1884800
2006-11-27,11.481250,11.581250,11.062500,11.073750,9.745884,6917600
2006-11-28,11.000000,11.173750,10.918750,11.106250,9.774489,5542400
2006-11-29,11.300000,11.353750,11.085000,11.287500,9.934005,4517600
2006-11-30,11.300000,11.387500,11.157500,11.252500,9.903201,5610400
2006-12-01,11.278750,11.306250,10.876250,11.102500,9.771187,7471200
2006-12-04,11.147500,11.468750,11.095000,11.381250,10.016514,4178400
2006-12-05,11.447500,11.516250,11.337500,11.436250,10.064918,3020000
2006-12-06,11.412500,11.433750,11.277500,11.352500,9.991210,2984000
2006-12-07,11.412500,11.468750,11.068750,11.075000,9.746986,5279200
2006-12-08,11.006250,11.356250,10.961250,11.187500,9.845997,5868800
2006-12-11,11.143750,11.405000,11.102500,11.275000,9.923003,3465600
2006-12-12,11.250000,11.283750,11.000000,11.127500,9.793190,6675200
2006-12-13,11.265000,11.268750,11.037500,11.156250,9.818493,3997600
2006-12-14,11.217500,11.506250,11.206250,11.393750,10.027514,4924000
2006-12-15,11.591250,11.632500,11.431250,11.468750,10.093518,5086400
2006-12-18,11.551250,11.625000,11.145000,11.206250,9.862495,5635200
2006-12-19,11.052500,11.271250,10.922500,11.162500,9.823993,7364000
2006-12-20,10.750000,10.750000,10.402500,10.412500,9.756186,3936800
2006-12-21,10.418750,10.443750,10.170000,10.268750,9.621497,4551200
2006-12-22,10.241250,10.243750,10.050000,10.075000,9.439959,6122400
2006-12-26,10.050000,10.133750,10.012500,10.125000,9.486807,2089600
2006-12-27,10.128750,10.248750,10.098750,10.223750,9.579331,2820000
2006-12-28,10.193750,10.225000,10.065000,10.137500,9.498518,2374400
2006-12-29,10.137500,10.350000,10.106250,10.130000,9.491491,3068800
2007-01-03,10.345000,10.532500,9.850000,10.162500,9.521943,9414400
2007-01-04,10.168750,10.601250,10.093750,10.527500,9.863936,5407200
2007-01-05,10.417500,10.462500,10.261250,10.375000,9.721049,4302400
2007-01-08,10.462500,10.556250,10.312500,10.440000,9.781951,4097600
2007-01-09,10.502500,10.643750,10.327500,10.567500,9.901417,6271200
2007-01-10,10.493750,10.843750,10.431250,10.843750,10.160252,4929600
2007-01-11,10.843750,11.100000,10.837500,11.025000,10.330079,5894400
2007-01-12,11.003750,11.162500,10.973750,11.137500,10.435486,4845600
2007-01-16,11.137500,11.177500,11.046250,11.137500,10.435486,5063200
2007-01-17,11.127500,11.127500,10.895000,10.935000,10.245751,3917600
2007-01-18,10.882500,10.891250,10.457500,10.487500,9.826458,11340000
2007-01-19,10.453750,10.600000,10.431250,10.518750,9.855739,7389600
2007-01-22,10.575000,10.575000,10.237500,10.312500,9.662489,8048800
2007-01-23,10.338750,10.456250,10.231250,10.263750,9.616812,5774400
2007-01-24,10.388750,10.606250,10.350000,10.575000,9.908442,4810400
2007-01-25,10.635000,10.681250,10.260000,10.287500,9.639065,7733600
2007-01-26,10.367500,10.367500,10.137500,10.216250,9.572305,6892000
2007-01-29,10.206250,10.413750,10.173750,10.276250,9.628525,6396800
2007-01-30,10.295000,10.347500,10.231250,10.303750,9.654291,3059200
2007-01-31,10.253750,10.526250,10.141250,10.431250,9.773753,8976000
2007-02-01,10.558750,10.636250,10.375000,10.443750,9.785467,6876800
2007-02-02,10.501250,10.557500,10.403750,10.533750,9.869792,4866400
2007-02-05,10.498750,10.592500,10.426250,10.497500,9.835829,3903200
2007-02-06,10.521250,10.543750,10.252500,10.450000,9.791324,6160800
2007-02-07,10.592500,10.742500,10.495000,10.698750,10.024393,6762400
2007-02-08,10.626250,10.715000,10.536250,10.702500,10.027907,3585600
2007-02-09,10.702500,10.771250,10.306250,10.368750,9.715195,7746400
2007-02-12,10.358750,10.368750,10.237500,10.286250,9.637892,5066400
2007-02-13,10.357500,10.422500,10.290000,10.398750,9.743302,5012000
2007-02-14,10.443750,10.756250,10.440000,10.710000,10.034932,6381600
2007-02-15,10.723750,10.823750,10.683750,10.823750,10.141513,3457600
2007-02-16,10.740000,10.803750,10.687500,10.787500,10.107551,2475200
2007-02-20,10.737500,10.948750,10.612500,10.912500,10.224671,4396800
2007-02-21,10.831250,10.993750,10.803750,10.983750,10.291430,8921600
2007-02-22,11.061250,11.141250,10.913750,11.100000,10.400352,4703200
2007-02-23,11.075000,11.075000,10.906250,11.000000,10.306653,2952800
2007-02-26,11.110000,11.110000,10.756250,10.900000,10.212956,4959200
2007-02-27,10.501250,10.611250,9.835000,9.850000,9.229141,17972000
2007-02-28,9.981250,10.256250,9.812500,10.061250,9.427074,10893600
2007-03-01,9.756250,10.171250,9.547500,9.956250,9.328693,13745600
2007-03-02,9.878750,9.961250,9.607500,9.607500,9.001927,15541600
2007-03-05,9.498750,9.790000,9.466250,9.475000,8.877778,16836000
2007-03-06,9.625000,9.870000,9.625000,9.821250,9.202202,13692800
2007-03-07,9.806250,9.868750,9.721250,9.731250,9.117877,10501600
2007-03-08,9.936250,9.986250,9.803750,9.912500,9.287703,9560000
2007-03-09,10.018750,10.025000,9.725000,9.877500,9.254906,8211200
2007-03-12,9.816250,9.996250,9.816250,9.968750,9.340406,5174400
2007-03-13,9.852500,9.968750,9.531250,9.591250,8.986702,13044000
2007-03-14,9.603750,9.857500,9.453750,9.857500,9.236168,19068800
2007-03-15,9.801250,9.880000,9.737500,9.830000,9.210402,8555200
2007-03-16,9.831250,9.878750,9.688750,9.793750,9.176435,8907200
2007-03-19,9.900000,10.037500,9.840000,9.991250,9.361486,8003200
2007-03-20,9.975000,10.126250,9.960000,10.125000,9.486807,6499200
2007-03-21,10.137500,10.530000,10.018750,10.500000,9.838169,14983200
2007-03-22,10.512500,10.512500,10.365000,10.437500,9.779610,10661600
2007-03-23,10.408750,10.487500,10.336250,10.346250,9.694110,5806400
2007-03-26,10.376250,10.466250,10.138750,10.426250,9.769071,7808800
2007-03-27,10.400000,10.405000,10.288750,10.313750,9.665051,5171200
2007-03-28,10.215000,10.313750,10.080000,10.100000,9.464746,11548800
2007-03-29,10.226250,10.226250,9.890000,10.087500,9.453031,16768800
2007-03-30,10.118750,10.235000,9.937500,10.122500,9.485831,9460800
2007-04-02,10.156250,10.181250,9.980000,10.085000,9.450689,7976800
2007-04-03,10.211250,10.430000,10.195000,10.376250,9.723620,8413600
2007-04-04,10.351250,10.461250,10.350000,10.437500,9.781018,6539200
2007-04-05,10.405000,10.567500,10.387500,10.550000,9.886442,5038400
2007-04-09,10.625000,10.625000,10.453750,10.498750,9.838414,6406400
2007-04-10,10.488750,10.591250,10.487500,10.580000,9.914555,4696000
2007-04-11,10.556250,10.556250,10.307500,10.363750,9.711907,8244000
2007-04-12,10.361250,10.560000,10.252500,10.543750,9.880586,7529600
2007-04-13,10.518750,10.602500,10.400000,10.581250,9.915726,6604800
2007-04-16,10.656250,10.800000,10.656250,10.766250,10.089090,5628000
2007-04-17,10.788750,10.827500,10.712500,10.810000,10.130090,6000000
2007-04-18,10.723750,10.833750,10.648750,10.768750,10.091434,4566400
2007-04-19,10.638750,10.842500,10.593750,10.777500,10.099634,7796800
2007-04-20,10.905000,11.023750,10.821250,10.940000,10.251912,6651200
2007-04-23,10.940000,11.000000,10.886250,10.945000,10.256598,3720000
2007-04-24,11.008750,11.118750,10.875000,11.032500,10.338594,6108000
2007-04-25,11.117500,11.355000,11.053750,11.350000,10.636124,6712800
2007-04-26,11.481250,11.512500,11.358750,11.468750,10.747404,7688800
2007-04-27,11.376250,11.490000,11.342500,11.481250,10.759119,13244800
2007-04-30,11.413750,11.448750,11.148750,11.181250,10.477988,6328000
2007-05-01,11.187500,11.250000,11.022500,11.250000,10.542415,9421600
2007-05-02,11.228750,11.467500,11.228750,11.393750,10.677122,6196000
2007-05-03,11.437500,11.528750,11.388750,11.481250,10.759119,6967200
2007-05-04,11.552500,11.607500,11.388750,11.508750,10.784889,6811200
2007-05-07,11.495000,11.550000,11.452500,11.482500,10.760292,3950400
2007-05-08,11.380000,11.543750,11.317500,11.476250,10.754433,7128000
2007-05-09,11.412500,11.637500,11.400000,11.561250,10.834086,7056000
2007-05-10,11.493750,11.546250,11.200000,11.271250,10.562327,12158400
2007-05-11,11.268750,11.540000,11.255000,11.536250,10.810660,8826400
2007-05-14,11.541250,11.586250,11.253750,11.370000,10.654867,9798400
2007-05-15,11.358750,11.496250,11.143750,11.206250,10.501415,11165600
2007-05-16,11.252500,11.425000,11.110000,11.415000,10.697037,8970400
2007-05-17,11.373750,11.422500,11.285000,11.292500,10.582238,6120800
2007-05-18,11.375000,11.480000,11.323750,11.477500,10.755603,6803200
2007-05-21,11.497500,11.736250,11.470000,11.637500,10.905541,11870400
2007-05-22,11.631250,11.763750,11.563750,11.651250,10.918427,6074400
2007-05-23,11.723750,11.807500,11.528750,11.548750,10.822373,6756800
2007-05-24,11.518750,11.647500,11.122500,11.222500,10.516643,15436800
2007-05-25,11.261250,11.395000,11.217500,11.342500,10.629095,6534400
2007-05-29,11.373750,11.535000,11.316250,11.487500,10.764976,7580000
2007-05-30,11.326250,11.702500,11.280000,11.691250,10.955911,9113600
2007-05-31,11.746250,11.852500,11.702500,11.838750,11.094133,7501600
2007-06-01,11.883750,11.967500,11.780000,11.828750,11.084762,6482400
2007-06-04,11.737500,11.903750,11.711250,11.862500,11.116390,4444000
2007-06-05,11.800000,11.878750,11.651250,11.878750,11.131618,10797600
2007-06-06,11.758750,11.768750,11.567500,11.607500,10.877429,11636800
2007-06-07,11.556250,11.707500,11.220000,11.220000,10.514301,19584000
2007-06-08,11.260000,11.541250,11.168750,11.521250,10.796604,13036800
2007-06-11,11.523750,11.660000,11.455000,11.475000,10.753263,6939200
2007-06-12,11.347500,11.576250,11.301250,11.320000,10.608010,12120800
2007-06-13,11.412500,11.606250,11.352500,11.543750,10.817689,11202400
2007-06-14,11.633750,11.800000,11.633750,11.747500,11.008623,6445600
2007-06-15,11.850000,12.006250,11.850000,11.968750,11.215958,5361600
2007-06-18,11.995000,12.011250,11.908750,11.956250,11.204242,3838400
2007-06-19,11.885000,12.003750,11.831250,11.941250,11.190187,6148000
2007-06-20,11.952500,12.026250,11.700000,11.727500,10.989881,8679200
2007-06-21,11.731250,11.965000,11.615000,11.947500,11.196042,12232000
2007-06-22,11.860000,11.920000,11.636250,11.713750,10.976995,15899200
2007-06-25,11.728750,11.841250,11.478750,11.656250,10.923113,11819200
2007-06-26,11.708750,11.708750,11.437500,11.525000,10.800117,12940000
2007-06-27,11.435000,11.827500,11.418750,11.787500,11.046105,12500000
2007-06-28,11.793750,11.966250,11.781250,11.817500,11.074220,10524800
2007-06-29,11.931250,11.983750,11.657500,11.891250,11.143332,12321600
2007-07-02,11.893750,12.055000,11.880000,12.042500,11.285066,7597600
2007-07-03,12.086250,12.182500,12.053750,12.181250,11.415092,4690400
2007-07-05,12.182500,12.410000,12.171250,12.320000,11.545114,8665600
2007-07-06,12.387500,12.477500,12.276250,12.468750,11.684507,6200000
2007-07-09,12.462500,12.520000,12.386250,12.480000,11.695049,5208000
2007-07-10,12.362500,12.477500,12.247500,12.276250,11.504117,8641600
2007-07-11,12.211250,12.483750,12.185000,12.483750,11.698564,9016800
2007-07-12,12.501250,12.856250,12.483750,12.806250,12.000781,7964000
2007-07-13,12.835000,13.012500,12.812500,12.995000,12.177658,7462400
2007-07-16,12.968750,13.076250,12.903750,12.981250,12.164773,7236800
2007-07-17,13.003750,13.177500,12.982500,13.111250,12.286598,6579200
2007-07-18,12.993750,13.125000,12.832500,13.125000,12.299483,10252800
2007-07-19,13.241250,13.357500,13.163750,13.182500,12.353367,7936800
2007-07-20,13.167500,13.202500,12.885000,13.071250,12.249112,11520800
2007-07-23,13.112500,13.162500,12.968750,13.050000,12.229199,7786400
2007-07-24,12.848750,13.056250,12.517500,12.695000,11.896526,18200000
2007-07-25,12.781250,12.826250,12.526250,12.712500,11.912928,12548000
2007-07-26,12.643750,12.715000,12.003750,12.431250,11.649367,26616800
2007-07-27,12.422500,12.546250,11.936250,11.936250,11.185500,27143200
2007-07-30,12.090000,12.336250,11.958750,12.272500,11.500604,26761600
2007-07-31,12.443750,12.457500,11.690000,11.750000,11.010967,28612800
2007-08-01,11.666250,11.916250,11.463750,11.892500,11.144501,40509600
2007-08-02,11.937500,12.156250,11.845000,12.127500,11.364720,15113600
2007-08-03,12.075000,12.107500,11.500000,11.646250,10.913740,20158400
2007-08-06,11.673750,11.935000,11.462500,11.875000,11.128104,23407200
2007-08-07,11.846250,12.062500,11.672500,12.021250,11.265154,17499200
2007-08-08,12.188750,12.450000,12.125000,12.373750,11.595482,17216800
2007-08-09,12.231250,12.405000,11.680000,11.756250,11.016822,27940800
2007-08-10,11.528750,11.828750,11.245000,11.535000,10.809486,34234400
2007-08-13,11.771250,11.846250,11.656250,11.685000,10.950053,14653600
2007-08-14,11.720000,11.778750,11.300000,11.312500,10.600984,20172000
2007-08-15,11.252500,11.452500,10.855000,10.893750,10.208572,23853600
2007-08-16,10.801250,10.885000,10.172500,10.643750,9.974294,54715200
2007-08-17,10.887500,11.196250,10.726250,11.022500,10.329222,23740800
2007-08-20,11.143750,11.237500,10.938750,11.093750,10.395992,19244000
2007-08-21,11.141250,11.430000,11.080000,11.406250,10.688838,15077600
2007-08-22,11.521250,11.703750,11.502500,11.672500,10.938340,13820000
2007-08-23,11.750000,11.792500,11.482500,11.625000,10.893828,17295200
2007-08-24,11.570000,11.975000,11.531250,11.968750,11.215958,11640800
2007-08-27,11.886250,11.950000,11.727500,11.733750,10.995737,9101600
2007-08-28,11.675000,11.747500,11.227500,11.231250,10.524842,22252000
2007-08-29,11.381250,11.876250,11.372500,11.848750,11.103504,16460000
2007-08-30,11.808750,12.185000,11.693750,12.031250,11.274525,24622400
2007-08-31,12.250000,12.350000,12.128750,12.241250,11.471316,17938400
2007-09-04,12.310000,12.818750,12.310000,12.668750,11.871929,14906400
2007-09-05,12.668750,12.668750,12.246250,12.407500,11.627112,20562400
2007-09-06,12.446250,12.486250,12.220000,12.375000,11.596654,16121600
2007-09-07,12.088750,12.111250,11.777500,11.966250,11.213614,25159200
2007-09-10,12.110000,12.167500,11.708750,11.947500,11.196042,22304000
2007-09-11,12.043750,12.278750,12.012500,12.250000,11.479516,17649600
2007-09-12,12.206250,12.463750,12.173750,12.303750,11.529886,14360800
2007-09-13,12.431250,12.446250,12.250000,12.357500,11.580256,13902400
2007-09-14,12.187500,12.428750,12.140000,12.356250,11.579085,10866400
2007-09-17,12.258750,12.321250,12.075000,12.148750,11.384637,12600800
2007-09-18,12.312500,12.806250,12.192500,12.782500,11.978524,20665600
2007-09-19,12.932500,13.066250,12.758750,12.858750,12.049980,18248800
2007-09-20,12.797500,12.895000,12.721250,12.776250,11.972668,12124800
2007-09-21,12.913750,13.035000,12.870000,12.931250,12.117919,9370400
2007-09-24,13.003750,13.256250,12.941250,13.071250,12.249112,12818400
2007-09-25,12.956250,13.320000,12.947500,13.298750,12.462303,10329600
2007-09-26,13.440000,13.543750,13.336250,13.417500,12.573585,12490400
2007-09-27,13.606250,13.607500,13.466250,13.593750,12.738750,8924000
2007-09-28,13.571250,13.627500,13.366250,13.512500,12.662609,11310400
2007-10-01,13.533750,13.873750,13.532500,13.743750,12.879315,11228000
2007-10-02,13.781250,13.815000,13.645000,13.775000,12.908599,9105600
2007-10-03,13.718750,13.821250,13.525000,13.562500,12.709465,9821600
2007-10-04,13.655000,13.683750,13.440000,13.625000,12.768036,8840000
2007-10-05,13.858750,14.255000,13.816250,14.255000,13.358410,15085600
2007-10-08,14.195000,14.385000,14.151250,14.362500,13.459148,10012800
2007-10-09,14.451250,14.547500,14.328750,14.525000,13.611426,12419200
2007-10-10,14.503750,14.606250,14.412500,14.606250,13.687567,12872800
2007-10-11,14.731250,14.801250,13.901250,14.181250,13.289299,25884800
2007-10-12,14.243750,14.591250,14.178750,14.591250,13.673511,13188000
2007-10-15,14.598750,14.648750,14.117500,14.347500,13.445091,14941600
2007-10-16,14.181250,14.426250,14.113750,14.281250,13.383009,16208800
2007-10-17,14.600000,14.626250,14.105000,14.586250,13.668824,19372800
2007-10-18,14.450000,14.745000,14.337500,14.685000,13.761364,17832800
2007-10-19,14.685000,14.686250,13.936250,13.982500,13.103048,36746400
2007-10-22,13.772500,14.305000,13.733750,14.277500,13.379494,34014400
2007-10-23,14.565000,14.887500,14.430000,14.772500,13.843361,21743200
2007-10-24,14.626250,14.742500,14.020000,14.681250,13.757850,42647200
2007-10-25,14.687500,14.757500,14.093750,14.515000,13.602057,32429600
2007-10-26,14.807500,14.881250,14.466250,14.697500,13.773079,24004000
2007-10-29,14.852500,14.936250,14.687500,14.841250,13.907787,22752800
2007-10-30,14.745000,15.057500,14.710000,14.843750,13.910131,18595200
2007-10-31,14.975000,15.343750,14.741250,15.308750,14.345882,26484000
2007-11-01,15.125000,15.212500,14.738750,14.850000,13.915987,39808800
2007-11-02,14.953750,15.030000,14.531250,15.007500,14.063581,34244000
2007-11-05,14.816250,14.952500,14.515000,14.825000,13.892559,26288000
2007-11-06,15.007500,15.103750,14.622500,15.068750,14.120978,24615200
2007-11-07,14.727500,15.043750,14.321250,14.363750,13.460320,31428800
2007-11-08,14.412500,14.412500,13.010000,13.337500,12.498615,59784800
2007-11-09,12.962500,13.212500,12.562500,12.578750,11.787590,50445600
2007-11-12,12.531250,12.700000,11.900000,11.918750,11.169103,43371200
2007-11-13,12.307500,12.950000,12.248750,12.883750,12.073405,35858400
2007-11-14,13.281250,13.281250,12.490000,12.708750,11.909412,36682400
2007-11-15,12.530000,12.816250,12.227500,12.468750,11.684507,34618400
2007-11-16,12.625000,12.776250,12.212500,12.713750,11.914098,35255200
2007-11-19,12.566250,12.760000,12.243750,12.390000,11.610710,40238400
2007-11-20,12.562500,12.916250,11.996250,12.482500,11.697394,57785600
2007-11-21,12.272500,12.607500,11.955000,12.100000,11.338955,50652800
2007-11-23,12.375000,12.492500,12.206250,12.395000,11.615399,14540000
2007-11-26,12.561250,12.701250,11.968750,12.062500,11.303811,39390400
2007-11-27,12.236250,12.523750,12.065000,12.435000,11.652883,45166400
2007-11-28,12.807500,13.341250,12.752500,13.181250,12.352196,39217600
2007-11-29,13.125000,13.436250,13.060000,13.281250,12.445907,36018400
2007-11-30,13.856250,13.856250,12.965000,13.182500,12.353367,54893600
2007-12-03,13.032500,13.256250,12.896250,12.941250,12.127291,23342400
2007-12-04,12.726250,12.951250,12.672500,12.817500,12.011325,35525600
2007-12-05,13.162500,13.366250,13.061250,13.271250,12.436535,36871200
2007-12-06,13.365000,13.672500,13.287500,13.567500,12.714151,30584000
2007-12-07,13.812500,13.812500,13.518750,13.658750,12.799661,30760000
2007-12-10,13.680000,13.835000,13.648750,13.738750,12.874632,23601600
2007-12-11,13.781250,13.926250,13.075000,13.146250,12.319396,42602400
2007-12-12,13.503750,13.677500,12.900000,13.322500,12.484560,37960800
2007-12-13,13.123750,13.270000,12.942500,13.126250,12.300654,39707200
2007-12-14,13.005000,13.256250,12.913750,12.925000,12.112062,31850400
2007-12-17,12.867500,12.908750,12.293750,12.332500,11.556829,43200800
2007-12-18,12.567500,12.567500,12.030000,12.355000,11.577914,45285600
2007-12-19,12.363750,12.518750,12.238750,12.468750,11.684507,41197600
2007-12-20,12.093750,12.332500,11.887500,12.322500,12.168124,41014400
2007-12-21,12.578750,12.750000,12.526250,12.750000,12.590267,27234400
2007-12-24,12.705000,12.980000,12.705000,12.900000,12.738388,7758400
2007-12-26,12.866250,13.080000,12.758750,13.031250,12.867994,13890400
2007-12-27,12.941250,13.011250,12.622500,12.668750,12.510036,19513600
2007-12-28,12.785000,12.837500,12.487500,12.633750,12.475473,23783200
2007-12-31,12.501250,12.648750,12.370000,12.402500,12.247121,18624800
2008-01-02,12.425000,12.500000,11.852500,12.006250,11.855838,59353600
2008-01-03,11.981250,12.145000,11.858750,12.075000,11.923722,41334400
